ActualSales,PredictedSales
44.4,33.93524999999993
787.53,570.390600000001
98.46,60.423600000000015
11.96,12.311600000000023
452.55,203.46480000000003
25.98,30.597099999999998
197.97,134.40610000000004
5.25,7.721099999999998
977.29,847.4638999999997
88.78,174.4206999999998
362.35,229.9969499999999
40.67,25.044700000000045
13.9,12.415050000000013
5.97,20.08549999999999
148.32,301.26675
597.0,299.16349999999954
20.72,3.5709500000000016
163.96,76.51159999999985
6.16,6.811699999999994
16.56,13.080900000000003
6.12,22.50885000000001
1919.98,1398.2291000000018
215.98,238.97179999999986
604.75,371.9689
16.22,43.40435000000004
191.82,141.94759999999974
239.8,175.71569999999997
104.9,94.25664999999987
10.3,7.5139500000000075
31.5,41.69984999999998
25.9,25.00504999999997
638.82,1367.8125500000024
100.49,61.4793499999999
9.82,7.684149999999996
40.68,43.979750000000024
334.0,363.2962000000002
1267.53,741.4295999999999
126.62,119.58200000000016
174.42,355.65250000000015
15.94,13.866550000000004
72.96,73.91730000000015
8.72,10.0812
35.88,60.85469999999994
872.94,523.2183500000009
10.86,16.11915000000001
96.53,61.70335
359.97,195.0691
70.98,65.75870000000005
63.47,106.27119999999995
45.68,29.06470000000003
207.24,476.6056999999995
94.85,49.24944999999989
120.98,88.50834999999998
629.18,546.7832000000004
76.14,206.37414999999967
290.35,305.25545
101.4,59.57144999999997
35.52,27.897199999999984
129.93,94.46324999999997
11.52,19.15899999999999
301.96,209.9879499999996
142.18,114.66685000000011
39.62,16.946750000000048
141.42,67.70924999999997
204.95,214.29785000000027
2.69,4.616199999999998
7.58,3.5078999999999985
13.02,15.438500000000015
35.56,44.53964999999998
23.92,99.68554999999976
16.16,45.35005000000003
519.79,149.94344999999984
71.97,32.27065000000001
93.36,55.39750000000004
671.94,764.8503000000005
36.74,57.178649999999934
14.38,17.30315000000005
254.9,55.275949999999966
33.79,43.03215000000001
445.8,629.0013000000005
543.92,711.1116999999994
110.35,203.69555000000014
248.08,125.86309999999983
36.79,45.36124999999993
158.93,150.3056499999999
258.9,336.6635000000003
192.72,69.15400000000011
523.92,440.1711499999998
63.96,76.7877499999999
14.82,39.83780000000004
383.96,349.35284999999965
37.39,39.15359999999996
559.71,417.8860000000002
79.96,96.49764999999985
11.95,10.189350000000005
23.56,57.428449999999984
159.98,146.0691499999997
167.89,558.2225499999996
671.54,756.2243499999985
19.78,9.652100000000004
239.97,168.51000000000025
22.68,12.806600000000019
269.36,435.3023999999999
95.94,75.44670000000005
569.57,197.6799999999999
90.48,135.82614999999998
213.22,198.78395000000015
67.19,761.9699500000003
20.46,8.214449999999989
22.92,23.36114999999998
37.68,37.799549999999996
4.73,6.7194000000000065
51.97,18.52920000000001
12.86,9.339850000000007
16.26,4.77035
121.38,84.2791499999999
2.08,8.186800000000002
13.27,15.549400000000007
15.8,13.363350000000011
37.38,38.524450000000044
3.26,7.1199
254.53,89.31055000000002
14.76,13.717999999999995
3.05,3.217
74.35,68.74220000000008
10.43,9.282849999999996
12.96,12.583200000000017
12.39,11.40080000000002
32.4,32.378199999999914
7.92,330.3285499999994
6.64,19.528900000000025
10.37,10.002849999999967
3610.85,1312.2538999999972
15.97,7.950549999999992
16.27,34.40935000000001
801.57,218.54444999999976
66.69,78.51369999999999
333.58,162.26044999999974
159.8,96.07489999999994
209.97,187.30260000000024
14.76,12.896700000000024
12.96,12.944200000000025
22.78,39.75159999999996
179.7,262.0665499999999
521.96,359.69875000000036
64.78,89.1963499999999
29.94,10.015400000000009
235.95,242.70555000000004
184.75,280.41264999999976
83.92,73.28345000000002
978.84,611.7129499999996
18.94,9.404300000000005
17.54,9.072100000000008
9.96,8.646450000000005
484.83,130.89254999999974
18.06,23.824300000000004
44.75,101.3184000000001
34.08,38.75980000000001
114.85,28.396549999999955
422.06,318.99490000000003
10.95,17.72064999999998
205.03,135.51705
71.98,160.69509999999968
314.35,268.2039999999995
24.1,28.906
244.62,152.69149999999993
57.69,31.681049999999967
1207.84,1452.6101999999994
12.99,87.70029999999998
17.9,11.574750000000012
162.64,120.22629999999982
18.65,12.846200000000003
5.97,10.442449999999992
238.0,221.40275000000003
26.7,28.391599999999976
722.35,292.0338999999997
17.48,73.93059999999987
31.13,12.434800000000003
1043.92,567.3926000000001
3.76,6.744999999999991
16.46,23.177700000000026
14.02,45.73330000000003
10.9,16.55205000000002
17.94,20.234350000000035
21.8,96.25789999999982
15.01,25.68669999999999
149.35,153.4206499999996
85.14,85.45929999999987
18.69,21.18150000000001
1474.8,596.6252500000004
9.24,3.2757999999999985
269.97,584.6695500000006
132.79,50.178399999999975
547.3,194.20245000000006
8.73,17.94499999999999
6.69,37.12774999999999
12.84,9.832750000000006
8.27,6.225249999999999
159.98,53.14879999999988
391.98,183.3605500000002
28.4,50.713249999999896
81.94,110.04854999999992
289.8,128.19619999999992
62.96,258.44695000000024
14.37,26.49900000000001
24.9,20.506699999999945
161.94,146.30799999999982
400.8,169.49644999999987
14.3,11.552999999999999
254.06,265.8850999999999
14.72,23.714050000000025
20.74,19.077049999999964
185.38,212.2202500000004
541.24,517.3239500000009
34.5,13.420699999999977
5.56,5.39839999999999
7.96,10.308250000000005
88.92,48.234450000000066
20.74,21.33674999999992
61.12,27.62745
42.95,79.09834999999997
3.64,5.161149999999988
5.67,9.372400000000003
28.0,25.37065000000001
424.27,450.2829499999994
68.46,87.31589999999994
31.1,31.21020000000002
23.34,14.85609999999998
258.48,324.52204999999924
193.95,119.80400000000013
2060.74,670.8385500000007
6.98,30.00645000000002
25.71,25.28530000000002
2624.99,5122.050349999987
2793.53,1339.8259499999965
653.0,1290.4943000000012
6.87,11.286449999999993
39.96,49.357400000000005
270.0,232.73045000000005
22.48,10.516000000000002
1126.02,727.8419999999985
38.09,23.60080000000003
115.3,71.41909999999983
8.1,12.193699999999993
239.96,139.88425000000015
159.75,137.26729999999992
574.91,486.5841000000002
21.84,18.44485000000004
294.37,256.79349999999954
1979.93,540.6096499999999
384.17,717.4712499999998
69.93,557.7501999999996
273.92,43.95700000000001
95.98,69.61969999999985
93.68,54.84049999999993
74.11,156.11290000000002
289.24,52.52274999999996
29.9,31.73799999999991
113.97,80.20959999999997
227.14,232.9548500000003
3.76,6.695049999999989
378.0,231.17129999999972
89.99,74.99029999999986
862.34,443.7975999999997
159.98,70.71524999999984
362.35,318.6810499999997
51.47,15.908899999999994
161.94,118.36734999999975
39.76,82.1532500000001
1091.93,454.97234999999966
10.69,10.378849999999959
357.93,224.1902500000004
665.88,326.94159999999965
47.4,61.48885000000003
1.94,2.7525499999999976
91.59,93.73365000000018
8.86,16.101599999999998
114.95,43.15219999999995
186.69,163.3570499999995
17.94,8.987650000000007
341.96,671.7811499999998
12.96,12.857600000000026
244.01,206.70140000000004
23.92,28.673050000000035
7.41,7.469150000000004
7.38,5.155249999999998
117.49,107.18315000000013
695.7,344.6491000000002
361.92,224.21505000000002
14.22,12.262950000000005
25.42,22.13960000000002
71.98,177.18320000000006
14.56,12.810400000000024
1202.94,447.19354999999996
242.62,267.4868499999998
195.96,209.76444999999978
155.46,434.47114999999997
40.74,45.964199999999956
3.98,5.620549999999992
3.98,13.69020000000001
649.0,706.2689999999992
14.4,20.090500000000024
156.51,26.545249999999957
11.76,11.351400000000002
85.06,75.93324999999999
95.1,151.59340000000012
105.69,89.82970000000002
15.48,14.660600000000013
16.68,20.50630000000002
16.68,186.97445
2.78,3.206149999999996
56.56,43.18335000000001
9.09,99.60934999999996
272.97,280.03045000000003
11.68,7.851099999999982
40.78,71.00939999999997
79.14,74.04065000000001
7.24,12.464199999999991
23.88,20.6956
5.98,4.464900000000001
20.23,19.872950000000024
347.97,124.75404999999996
222.38,154.51850000000013
47.94,20.872700000000012
67.0,42.950250000000025
18.54,16.928699999999985
34.8,57.673650000000016
198.27,79.90899999999989
27.46,20.560449999999992
2404.7,1489.732550000002
47.99,34.253149999999934
12.96,12.396500000000012
57.96,105.54799999999997
2.78,8.224250000000001
62.94,47.807899999999975
244.77,234.44839999999974
319.97,244.41015000000007
9.24,19.10064999999999
335.74,70.00870000000003
575.97,334.4659000000002
9.96,28.859800000000003
31.15,45.30964999999999
17.9,16.97660000000002
17.12,25.074450000000006
28.27,15.403900000000007
538.92,422.2394499999997
8.56,5.658399999999997
129.57,93.5514999999999
876.3,1153.6459499999999
158.37,180.96344999999997
25.76,52.02919999999998
1115.91,772.4502999999993
1573.49,674.2700499999997
102.93,76.39170000000011
15.51,36.48594999999999
603.92,535.71165
359.5,298.71975000000003
415.18,419.3892999999997
4297.64,1265.007849999999
22.62,8.975599999999996
6.73,15.479199999999986
54.34,34.7317999999999
2999.95,1991.7866000000004
544.01,458.72664999999944
242.94,140.47799999999972
41.42,39.80624999999995
48.86,162.91395000000026
14.7,14.501350000000018
81.42,136.68599999999967
33.11,41.39919999999999
40.05,9.72220000000001
65.44,171.89694999999975
15.55,16.518100000000018
9.82,9.74329999999999
2.33,29.218649999999965
7.92,7.018299999999998
16.15,13.574450000000008
13.75,57.61489999999997
241.96,218.0197999999996
2.38,54.09174999999994
6.22,7.514100000000003
637.9,380.4503500000001
69.98,33.33999999999997
48.87,56.0731500000001
429.6,406.7049500000006
427.64,1403.9352000000013
51.52,27.921949999999974
104.18,24.064249999999994
14.88,11.635750000000044
58.68,18.05625
25.18,24.437350000000006
10.9,53.88099999999992
51.18,33.271199999999986
32.59,37.257999999999996
179.97,150.34710000000004
56.91,19.609150000000042
501.81,383.4500999999992
23.2,41.6061499999999
62.82,58.04200000000005
15.7,16.117850000000008
147.92,94.73789999999991
2803.92,3116.766700000002
24.9,33.27124999999991
724.08,541.4214499999999
2154.9,775.9709999999999
131.38,28.404200000000017
9.55,10.021850000000002
23.62,26.659500000000016
27.6,82.45989999999988
33.29,42.42014999999998
34.92,26.597699999999996
419.94,616.8913499999996
23.16,16.496950000000023
623.96,284.75109999999955
17.04,14.720049999999999
71.98,77.66039999999997
957.58,779.4433
131.9,122.78564999999993
45.92,37.74069999999997
40.41,46.988049999999966
82.37,68.16520000000013
83.42,61.43794999999987
44.67,29.47785000000001
38.88,37.61840000000005
25.02,21.468949999999996
301.96,198.68874999999971
914.97,164.23440000000028
883.84,684.0596999999989
155.25,42.252249999999975
8.67,11.80505000000001
42.6,28.572950000000045
152.94,115.36474999999986
93.15,40.6145
169.57,197.42034999999944
6.67,13.878200000000017
26.25,29.645150000000008
61.79,72.59444999999995
8.02,7.504700000000007
395.94,133.33370000000002
81.08,98.09399999999997
47.19,25.903149999999968
764.69,929.4936499999997
28.78,20.381550000000004
14.67,8.676300000000017
239.7,159.90100000000007
10.78,10.791750000000002
106.32,47.43395000000006
19.17,20.47574999999999
8.13,12.425950000000002
54.96,66.23645000000005
494.97,288.6830500000007
43.6,127.59754999999981
4.06,5.290300000000005
49.41,24.45860000000001
58.92,400.83809999999977
619.95,922.9631499999999
69.01,41.27470000000007
41.4,26.36654999999998
20.81,60.31500000000005
54.9,51.743649999999924
65.34,44.99905000000007
259.14,167.57314999999974
15.57,8.555549999999982
48.03,20.751549999999988
91.92,42.25104999999996
21.55,26.38304999999999
302.94,292.4818500000002
357.93,230.53375000000028
1.8,8.560500000000006
5.92,14.096049999999996
8.75,20.295950000000015
132.52,1123.8088500000017
93.25,19.093649999999954
16.9,12.286600000000005
62.92,93.81589999999997
11.12,14.374349999999987
319.96,102.81375000000001
3.16,36.67419999999999
94.6,82.46029999999998
3.04,2.786649999999998
445.44,435.05814999999967
18.69,19.309749999999973
10.56,51.18830000000003
29.99,29.02524999999995
59.96,220.35394999999968
31.05,24.059000000000033
35.54,138.89695000000012
191.98,193.40130000000036
8.4,16.83555000000001
46.67,50.89295000000009
52.96,14.429100000000016
42.28,44.41464999999997
4.36,7.082899999999987
20.74,20.031899999999922
825.17,669.4191000000003
141.4,105.94325
163.76,221.7383499999998
383.61,745.3698500000005
699.98,533.0599499999994
6.69,9.135449999999981
35.04,50.40639999999998
211.96,142.54999999999976
1323.9,813.1621499999998
87.92,16.96499999999999
66.3,73.40754999999992
335.52,24.026999999999934
31.8,61.637049999999974
7.56,14.325200000000004
23.36,12.727549999999994
1352.4,627.3229999999996
4164.05,3624.766250000001
55.94,53.71540000000005
74.35,14.836950000000023
2.78,14.616300000000013
53.25,127.00830000000016
15.92,25.810050000000004
87.92,57.8971
2.69,3.297749999999998
314.55,185.13509999999994
81.57,54.08659999999998
25.98,44.107199999999914
458.43,577.6670999999998
72.0,95.79384999999989
97.04,86.18779999999981
5.28,8.752000000000004
575.93,663.5406999999999
203.98,142.54070000000007
115.84,54.76320000000004
88.75,169.04775000000006
11.52,20.220449999999925
314.09,178.07525000000012
4.46,6.384000000000001
6.48,7.349000000000005
21.39,27.658900000000003
14.43,7.5079999999999965
52.79,50.71179999999998
15.55,14.984650000000027
731.94,482.3146500000002
127.37,119.48279999999986
221.02,222.85654999999963
472.52,322.9929499999998
7.16,25.686499999999956
1325.85,1130.8814000000018
36.44,23.430199999999996
82.52,143.60580000000007
5.96,5.674299999999988
61.19,52.70384999999993
180.98,88.85064999999987
93.02,16.858950000000032
124.36,97.55365000000015
152.91,125.79355
48.78,29.533000000000012
15.81,19.926300000000026
102.34,94.91639999999995
11.17,10.251349999999954
37.52,99.6899
12.59,10.54320000000002
449.57,314.1223499999996
5.84,7.865399999999991
621.76,288.31509999999975
1085.42,1058.4726000000023
496.86,234.13870000000026
25.5,17.44655000000001
105.52,73.14940000000006
580.67,711.0245499999986
12.6,8.046349999999986
516.49,133.41704999999993
5.8,5.928749999999993
262.11,112.06959999999995
1112.94,266.3997499999998
29.36,10.505750000000008
173.49,76.64280000000002
19.97,5.682500000000005
129.3,106.59614999999972
27.42,35.02280000000002
32.78,121.10235000000006
19.3,31.546849999999985
16.75,13.926250000000007
341.96,209.85384999999974
25.82,30.47589999999998
99.98,75.18819999999978
51.98,28.384999999999973
49.62,94.44489999999996
41.96,34.37970000000001
321.57,250.78180000000015
52.68,193.56345000000013
116.83,65.04924999999994
35.36,41.478299999999926
6.16,12.604200000000006
90.8,302.32950000000017
3.54,5.477050000000002
10.08,21.473750000000013
587.97,163.44345000000013
609.98,505.6762000000006
91.96,221.73924999999963
166.72,95.6893
1619.91,311.89349999999996
36.84,67.02005000000003
49.5,46.017849999999925
19.44,21.699450000000034
1267.65,354.6775499999999
12.77,49.339500000000015
9.32,12.614899999999988
200.06,68.1178
68.94,87.91594999999987
411.98,209.65670000000057
6.08,8.4731
6.48,6.683200000000012
3.76,5.900699999999993
33.18,42.61309999999996
523.26,1215.5919500000018
74.52,129.09340000000006
64.96,106.58749999999992
4.14,6.871699999999993
7.56,9.298100000000012
180.96,93.3993999999998
372.14,407.16864999999905
78.76,14.615099999999998
5.9,6.851300000000002
872.94,487.4046000000003
71.99,100.94535000000002
2.89,2.1443499999999993
2.9,5.303199999999999
4.28,6.661250000000009
1.37,2.8365500000000003
11.28,6.7373999999999965
435.5,377.8315499999994
33.36,30.186799999999995
64.62,39.352949999999986
21.34,30.884300000000003
27.94,30.381000000000007
1793.98,3044.384000000001
2239.94,855.0633499999999
892.14,1039.6657999999995
107.53,124.3563499999999
13.34,9.44385
12.96,12.762300000000021
82.26,57.17470000000007
770.35,554.1566999999993
339.92,520.3630499999996
5.76,7.857199999999998
14.94,12.550500000000001
122.97,25.03739999999997
546.06,165.9729
189.7,177.97790000000052
52.42,102.0521
33.9,34.70054999999994
164.79,37.05134999999993
29.93,944.6526000000007
37.94,32.717349999999904
21.57,27.18194999999998
13.04,14.138350000000003
45.36,44.05709999999997
104.8,30.801000000000023
104.85,192.90664999999993
319.98,826.0816000000009
7.92,100.80729999999988
146.82,25.008850000000017
49.53,15.077200000000012
24.78,20.309000000000005
37.68,20.141949999999998
431.98,292.41000000000093
902.71,809.5423500000003
386.68,155.47854999999976
13.86,19.734200000000033
27.72,38.562949999999994
9.45,11.295800000000009
10.37,10.380099999999963
5.94,8.917249999999994
259.9,183.63155000000017
318.96,122.84174999999998
795.41,378.56039999999916
1217.57,1886.8915000000013
9.24,11.977400000000006
223.89,96.58069999999994
45.58,12.822850000000008
6.72,12.553749999999981
27.15,32.08984999999993
68.47,14.398499999999995
36.62,11.863300000000002
77.03,38.83744999999995
79.99,24.961749999999974
205.92,150.5406
37.94,12.573500000000017
59.81,54.110900000000036
239.46,160.83570000000014
5.61,6.243599999999995
149.73,220.6686
44.75,41.49479999999996
43.68,75.44360000000003
544.38,372.5434499999992
155.37,152.09479999999982
83.76,623.9178000000002
193.8,29.176199999999948
12.1,44.635949999999994
385.6,162.30970000000022
140.81,97.87154999999989
13.72,21.231250000000028
195.64,153.97284999999977
1.94,5.9173500000000026
44.74,364.7144499999998
377.97,200.75110000000006
280.78,111.9287
40.74,43.472149999999935
15.7,15.67395000000003
3.52,5.571649999999995
102.83,122.47955000000003
355.32,435.0115999999998
223.96,217.58484999999976
143.96,51.071699999999936
9.59,87.31514999999992
380.86,358.62255000000005
280.79,134.81284999999988
1369.76,1282.3149000000014
29.68,20.680750000000018
207.98,193.68930000000026
1117.92,1010.6226000000031
340.12,494.5865499999997
6.16,7.849899999999994
20.74,19.24139999999995
83.79,271.0503500000002
11.95,17.13465000000003
13.39,8.093000000000005
3.56,3.7665999999999915
38.9,33.15144999999992
23.62,33.77284999999998
627.17,393.60049999999967
59.98,36.90509999999992
8.35,41.170750000000005
43.68,37.690150000000024
85.98,108.58799999999994
14.85,195.2607500000001
91.03,65.38399999999996
135.8,63.40145000000007
18.24,21.805950000000003
19.75,127.12720000000003
31.1,32.326350000000055
207.48,311.1127000000002
322.59,207.51479999999967
12.54,47.32470000000003
18.7,15.080900000000025
1.72,2.7864000000000004
41.96,49.97184999999996
4.95,95.34870000000014
9.18,7.830850000000001
8.26,14.821100000000003
13.76,12.555200000000006
43.18,37.93675000000003
101.94,114.47739999999993
24.96,18.364000000000004
28.03,22.547000000000004
15.01,12.741350000000002
872.32,679.7502000000001
239.12,258.47074999999955
971.5,69.93395000000004
95.97,370.6639999999997
161.57,471.25470000000024
47.36,23.449500000000008
75.33,93.03749999999998
515.88,1082.92905
19.68,25.946100000000012
21.81,22.81089999999999
6.33,8.19155
8.6,4.706199999999996
889.54,407.8610499999997
81.58,64.29155000000006
185.38,214.74655000000038
70.26,46.94690000000002
108.61,497.0031499999997
339.14,254.30294999999944
11.34,11.425900000000004
22.75,117.79930000000007
5.02,2.9748999999999985
509.49,293.5324000000002
31.44,64.9814500000001
23.34,44.4094499999999
287.97,165.0454500000001
389.97,368.3213000000006
801.6,447.2398499999995
218.35,219.06169999999983
190.72,93.82179999999991
6.48,6.459050000000008
111.93,166.82465000000005
75.38,91.03569999999998
239.98,188.10229999999964
853.93,941.508850000001
7.68,10.33945
8.4,26.04619999999998
45.0,33.82729999999998
17.12,14.408149999999969
144.78,110.94490000000005
11.21,24.766850000000005
18.75,20.41500000000002
6.54,6.354300000000003
194.35,286.8176999999998
1690.04,765.5838500000001
22.61,32.307649999999995
1049.97,790.3461000000009
109.95,40.440599999999904
130.98,207.39619999999988
9.78,8.070799999999997
122.92,514.8553499999991
16.74,10.07200000000001
272.94,208.24709999999976
36.29,36.88064999999997
159.84,144.71524999999986
45.36,48.502249999999975
40.2,28.670199999999962
92.94,19.07045000000004
4.84,7.5017999999999905
347.58,134.0684000000001
13.16,25.290949999999984
6.85,8.336099999999982
569.06,380.54049999999967
4.95,16.4869
107.97,75.67389999999995
15.14,33.12274999999995
1.93,4.364450000000005
272.74,305.1998499999992
1.39,20.083299999999987
38.88,36.45320000000005
14.95,7.773100000000013
1256.22,994.8782000000009
11.68,9.757699999999982
95.23,76.36135000000019
155.88,100.51509999999996
12.3,25.322
1022.97,974.8355500000004
30.96,22.846049999999988
359.97,169.98769999999996
981.37,752.3919000000018
13.04,14.122799999999991
44.46,28.74235000000002
54.82,16.008550000000035
35.97,24.853799999999982
65.94,43.00755
88.08,44.00459999999998
5.23,5.066899999999997
130.11,116.13394999999993
339.96,305.79865000000024
283.92,415.6839999999991
10.71,9.182400000000015
55.2,61.818899999999886
860.93,1143.4037500000006
265.86,251.9719499999997
12.96,7.3714499999999825
219.18,164.85100000000008
8.39,27.364849999999944
380.06,340.6298500000005
14.89,18.280850000000008
16.52,20.727350000000012
159.98,83.8624499999998
14.76,16.41965000000002
41.47,40.057350000000014
46.8,26.854249999999993
362.25,535.871899999999
211.25,160.68925
56.33,49.64944999999998
10.27,7.86935
310.88,298.8985499999997
22.96,26.578099999999978
179.94,124.21005000000008
28.85,37.176749999999956
27.4,11.168700000000003
818.38,536.8939500000007
479.98,787.9300000000009
11.91,22.33995000000001
108.78,75.57004999999995
167.94,157.38435000000015
16.68,13.105000000000024
907.15,362.0244000000003
13.48,38.992299999999894
390.37,278.95094999999964
8.56,5.215149999999989
35.34,15.789999999999988
1123.13,366.4939499999997
107.42,46.244449999999986
2.67,2.655649999999997
14.99,105.83965000000039
2.91,4.19315
73.57,183.4532499999999
1.24,4.297899999999996
17.94,19.836500000000015
14.02,11.860399999999995
67.84,120.10055000000013
10.16,12.219200000000011
242.94,205.83689999999996
191.6,122.15500000000026
15.51,27.95364999999999
24.22,37.689199999999985
24.1,45.12825000000001
61.93,80.7578000000001
76.12,48.39720000000001
38.88,37.72350000000003
62.98,125.03439999999986
36.02,14.108800000000024
5.04,6.171649999999995
18.43,45.58665000000003
38.19,35.542049999999925
279.86,416.48175000000026
15.94,14.166099999999997
41.96,342.35920000000027
704.25,546.2388499999993
37.68,52.57200000000001
102.96,92.34045000000002
13.9,16.66860000000003
12.42,45.57669999999994
603.92,509.45419999999916
17.48,12.86520000000001
18.94,9.601200000000008
1633.19,1856.7083999999986
10.53,38.87935
106.05,40.42179999999993
210.68,154.9599000000002
4.93,5.937449999999993
8.64,11.941100000000015
128.85,146.63025
3.56,4.252499999999991
169.45,110.13920000000009
51.12,27.99565000000002
83.14,514.5461499999994
113.33,53.87285
139.92,298.3837499999998
542.94,446.16505000000114
18.39,34.46274999999991
85.22,67.40069999999999
15.6,33.07554999999997
127.92,91.44964999999988
25.92,24.02625
13.01,5.532749999999997
30.82,26.82105000000005
192.8,124.12180000000009
12.67,18.30910000000001
287.91,380.41700000000003
14.94,11.979000000000008
12.98,32.498849999999976
29.61,29.10024999999999
51.84,41.26179999999997
1687.8,903.4624499999994
142.78,279.53915000000023
23.68,21.652149999999928
64.7,173.09784999999988
1099.96,574.6984000000002
310.69,40.111099999999965
286.34,218.61890000000042
241.18,188.96400000000006
29.04,20.56005000000003
377.97,153.60084999999995
3.49,10.167199999999958
15.7,14.495250000000008
17.48,47.48874999999998
6.28,16.819899999999986
899.43,714.4327499999998
21.74,15.644750000000043
21.93,14.718899999999996
276.69,173.83904999999973
15.55,14.177600000000016
64.96,75.97335000000002
153.58,97.94565000000004
165.98,388.7009500000004
67.9,103.4821499999999
589.41,689.8407500000003
79.36,59.089800000000125
42.62,131.15769999999986
24.56,39.178199999999954
385.8,1977.0820500000011
431.98,198.95730000000012
194.32,475.39189999999996
4.61,6.224699999999998
274.06,42.05679999999997
30.34,41.46210000000002
17.94,8.70915000000001
1565.88,1049.6401999999991
73.78,122.68609999999981
41.6,120.98119999999992
479.98,932.1277000000013
33.02,11.813649999999985
182.99,226.47010000000017
160.96,99.29514999999988
381.44,262.58885000000026
232.55,104.8731499999999
166.24,118.48180000000023
32.37,38.68834999999997
35.91,111.80229999999992
716.0,422.38710000000043
258.7,247.02985000000012
21.36,32.931999999999995
799.98,930.7308000000018
129.92,93.55930000000001
191.82,140.72274999999973
84.78,78.41979999999988
1.68,8.517200000000008
22.78,17.70550000000005
27.55,63.070899999999995
19.65,19.730350000000048
67.4,96.99680000000008
72.48,34.34049999999993
2.61,3.531350000000001
4355.17,1965.892399999999
67.78,60.48645
13.9,13.294700000000018
4.83,5.7374499999999955
26.0,30.53274999999998
1439.98,1133.5197500000024
15.92,13.839549999999981
6.36,7.967599999999993
29.9,31.241249999999923
119.85,92.59739999999991
25.06,8.968750000000004
60.29,94.47364999999999
30.84,91.27025000000005
71.95,129.80794999999975
151.92,105.47025000000016
19.56,12.951099999999988
17.71,17.316900000000004
10.69,9.859549999999995
74.76,53.1537
79.45,176.93939999999998
279.9,204.45820000000015
187.76,109.53149999999994
11.68,7.609800000000002
55.5,46.951450000000015
18.69,23.92260000000001
7.82,7.123949999999992
539.66,210.39050000000015
296.85,138.96034999999992
107.88,146.51364999999993
25.92,27.63520000000004
114.2,32.20834999999991
32.9,22.729999999999947
11.98,6.540850000000003
251.64,201.87384999999983
258.58,128.3713500000001
152.65,134.6270999999998
59.94,61.936200000000056
7.1,6.417649999999993
45.06,41.04715000000001
97.82,62.31404999999983
14.94,11.510350000000011
55.94,662.8367499999996
122.33,411.8825999999997
371.17,258.81109999999967
7.87,8.03250000000001
11.56,12.371400000000015
13.12,14.429700000000015
11.56,12.161599999999996
6.56,6.440999999999997
7.31,3.998850000000001
83.72,404.4498499999999
674.35,334.0124999999995
5.76,4.8210999999999915
12.96,12.689700000000025
392.94,367.9492500000007
22.2,49.90609999999999
1.96,2.4528499999999975
811.28,401.81460000000004
16.56,15.08424999999999
283.92,604.6958500000001
1.34,6.225249999999999
28.14,19.544850000000046
1.62,16.138100000000005
182.94,150.36029999999957
34.05,42.30204999999994
4.77,6.773399999999998
14.94,11.031250000000007
479.98,1007.8282500000026
122.33,102.26480000000004
12.96,12.61920000000002
232.96,162.86090000000004
15.99,53.78974999999992
